machine_id,location_id,store_name,month,game_type,location_type,distance_from_hq_miles,days_active,avg_bet,payout_rate,total_in,total_out,total_net,number_of_services,machine_swapouts,monthly_revenue
M0124,L002,Cypress Point Gaming,2026-02-01,Pot of Gold,Convenience Store,83.2,22,1.81,0.94,2479.94,2329.78,150.16,0,0,-92.44
M0043,L016,Red Oak Game Center,2026-03-01,Classic Reels,Gaming Hall,92.4,23,1.55,0.933,3908.97,3658.73,250.24,1,0,267.39
M0054,L034,Highland Park Gaming,2025-09-01,Life of Luxury,Restaurant,25.4,29,1.12,0.923,2257.92,2108.47,149.45,0,0,-78.04
M0143,L007,Magnolia Gaming Hall,2025-12-01,Classic Reels,Gaming Hall,11.7,30,1.57,0.902,3572.78,3150.81,421.97,2,1,-12.1
M0171,L039,Crescent Bay Game Center,2026-05-01,Fire Link,Convenience Store,116.7,30,2.11,0.906,9023.1,7935.68,1087.42,0,0,1689.34
M0121,L011,Sunset Bay Gaming,2026-04-01,Life of Luxury,Bar,28.0,23,1.37,0.938,1633.97,1533.41,100.56,1,1,-900.0
M0165,L023,Willow Creek Gaming,2025-01-01,Pot of Gold,Restaurant,42.1,23,1.89,0.944,1782.47,1628.51,153.96,1,0,-900.0
M0154,L010,Bluebonnet Gaming,2026-06-01,Classic Reels,Restaurant,21.6,20,1.05,0.895,1200.0,1076.28,123.72,0,0,-350.55
M0087,L021,Cedar Grove Gaming,2025-02-01,Pot of Gold,Bar,77.8,23,2.08,0.891,1698.55,1525.48,173.07,1,0,125.21
M0139,L021,Cedar Grove Gaming,2025-01-01,Pot of Gold,Convenience Store,79.1,27,1.82,0.887,2166.27,1953.61,212.66,1,0,44.4
M0060,L001,Bayou Star Gaming,2025-08-01,Classic Reels,Gaming Hall,129.6,23,0.99,0.931,1200.0,1108.24,91.76,0,0,-67.25
M0083,L026,Stonebridge Gaming,2026-02-01,Fire Link,Convenience Store,100.2,28,1.53,0.887,1567.11,1393.06,174.05,0,0,474.94
M0097,L036,Greenfield Game Center,2025-02-01,Fire Link,Gaming Hall,95.6,20,2.16,0.93,2843.9,2667.06,176.84,4,0,-893.75
M0173,L043,Victory Lane Gaming,2025-06-01,Life of Luxury,Bar,45.1,24,0.96,0.924,1724.38,1569.0,155.38,1,1,-398.87
M0153,L015,Prairie View Gaming,2025-05-01,Classic Reels,Gaming Hall,40.9,23,1.06,0.896,2028.13,1839.48,188.65,1,0,395.3
M0089,L040,Eagle Ridge Gaming,2025-08-01,Life of Luxury,Truck Stop,77.0,25,1.61,0.949,1401.03,1334.19,66.84,2,0,-715.55
M0118,L040,Eagle Ridge Gaming,2026-06-01,Life of Luxury,Bar,43.2,20,2.82,0.873,6851.44,5931.53,919.91,5,0,-217.53
M0037,L045,Summit Point Gaming,2025-06-01,Life of Luxury,Convenience Store,102.6,25,1.28,0.951,1380.85,1315.53,65.32,1,0,-749.52
M0145,L017,Grand Parkway Gaming,2025-04-01,Life of Luxury,Bar,20.4,29,1.92,0.918,3071.41,2814.42,256.99,2,0,11.78
M0100,L039,Crescent Bay Game Center,2025-03-01,Life of Luxury,Gaming Hall,8.8,30,1.79,0.858,1633.04,1416.44,216.6,1,0,1098.2
M0096,L026,Stonebridge Gaming,2025-04-01,Pot of Gold,Gaming Hall,70.8,23,1.33,0.95,1511.0,1428.91,82.09,1,0,-800.1
M0138,L003,Lone Star Game Center,2025-03-01,Pot of Gold,Truck Stop,31.0,25,1.74,0.934,3806.57,3565.71,240.86,0,0,117.99
M0114,L013,Heritage Oaks Gaming,2025-11-01,Fire Link,Restaurant,17.7,28,1.4,0.899,2100.36,1872.57,227.79,0,0,1483.8
M0014,L031,Oak Ridge Gaming,2025-08-01,Video Poker,Gaming Hall,180.0,25,1.45,0.886,2159.24,1888.79,270.45,0,0,434.39
M0052,L008,Silver Creek Gaming,2025-09-01,Pot of Gold,Restaurant,48.3,26,0.74,0.871,1200.0,1047.67,152.33,0,0,-146.56
M0032,L020,Brazos Bend Gaming,2026-03-01,Life of Luxury,Bar,14.1,24,1.64,0.97,1200.0,1151.09,48.91,0,0,-297.82
M0133,L035,Woodland Star Gaming,2025-11-01,Video Poker,Gaming Hall,28.1,30,2.14,0.887,3502.29,3140.18,362.11,0,0,696.51
M0007,L007,Magnolia Gaming Hall,2025-03-01,Video Poker,Convenience Store,38.3,27,1.68,0.878,3138.35,2777.77,360.58,1,0,825.04
M0037,L023,Willow Creek Gaming,2025-07-01,A-Liner,Gaming Hall,69.8,31,2.25,0.917,6133.35,5567.97,565.38,0,1,293.83
M0108,L010,Bluebonnet Gaming,2025-06-01,Life of Luxury,Gaming Hall,28.2,29,1.97,0.869,3300.68,2876.76,423.92,0,0,280.14
M0126,L025,Parkside Game Center,2026-03-01,Fire Link,Restaurant,42.5,24,1.62,0.885,3793.48,3322.19,471.29,0,0,543.61
M0091,L011,Sunset Bay Gaming,2025-06-01,Life of Luxury,Gaming Hall,58.6,23,1.3,0.935,1200.0,1098.9,101.1,0,0,-844.25
M0155,L044,Town Center Game Hall,2025-03-01,Pot of Gold,Truck Stop,66.7,21,1.38,0.922,1200.0,1097.8,102.2,2,0,-900.0
M0166,L004,Katy Oaks Gaming,2026-02-01,Fire Link,Convenience Store,45.0,27,0.84,0.9,2321.7,2088.13,233.57,0,0,310.27
M0024,L044,Town Center Game Hall,2025-08-01,A-Liner,Restaurant,148.0,28,1.5,0.91,2136.64,1957.71,178.93,0,0,146.36
M0172,L036,Greenfield Game Center,2025-02-01,Fire Link,Convenience Store,78.4,24,1.73,0.899,1684.4,1517.3,167.1,2,0,-876.11
M0111,L039,Crescent Bay Game Center,2026-01-01,A-Liner,Truck Stop,75.4,20,2.59,0.908,2408.4,2213.06,195.34,0,0,-278.18
M0115,L039,Crescent Bay Game Center,2025-04-01,Life of Luxury,Bar,73.5,29,1.94,0.891,1978.68,1739.71,238.97,1,1,277.51
M0018,L009,Pine Ridge Game Center,2026-04-01,Life of Luxury,Convenience Store,103.1,22,1.17,0.895,1200.0,1068.58,131.42,0,0,-634.15
M0112,L042,Market Square Gaming,2026-03-01,Classic Reels,Bar,55.8,26,0.86,0.895,1200.0,1097.68,102.32,1,0,653.97
M0131,L027,Northgate Gaming Hall,2025-07-01,Video Poker,Truck Stop,20.1,20,1.54,0.892,1526.29,1326.08,200.21,0,0,-159.12
M0105,L044,Town Center Game Hall,2025-11-01,Life of Luxury,Gaming Hall,64.5,20,2.1,0.936,1555.21,1447.24,107.97,1,1,-900.0
M0016,L040,Eagle Ridge Gaming,2025-11-01,A-Liner,Convenience Store,70.4,30,1.53,0.929,1882.08,1724.25,157.83,0,0,1147.1
M0095,L027,Northgate Gaming Hall,2025-12-01,Life of Luxury,Restaurant,114.0,28,1.95,0.887,1908.8,1688.63,220.17,1,0,-46.67
M0169,L017,Grand Parkway Gaming,2025-02-01,Pot of Gold,Bar,18.3,20,1.55,0.88,1200.0,1049.74,150.26,2,1,-853.62
M0131,L006,Westfield Game Center,2025-06-01,Classic Reels,Truck Stop,22.6,21,2.04,0.906,3292.25,3006.57,285.68,2,0,-620.34
M0025,L005,Gulf Coast Gaming,2025-04-01,Pot of Gold,Bar,49.5,25,0.77,0.964,2575.07,2490.26,84.81,1,0,150.5
M0173,L018,Copper Creek Gaming,2026-01-01,Fire Link,Gaming Hall,74.9,28,2.53,0.884,11298.62,9810.96,1487.66,1,0,1390.48
M0173,L037,Fairway Gaming Hall,2025-02-01,Fire Link,Convenience Store,15.3,25,1.04,0.906,1579.5,1419.88,159.62,0,0,-33.68
M0031,L023,Willow Creek Gaming,2025-10-01,Life of Luxury,Bar,18.8,30,2.09,0.912,2782.79,2537.9,244.89,1,0,479.45
M0145,L022,Horizon Game Center,2026-02-01,Pot of Gold,Gaming Hall,87.6,27,1.5,0.907,2533.94,2320.77,213.17,0,0,76.53
M0074,L012,Riverstone Game Center,2026-06-01,Life of Luxury,Gaming Hall,15.9,27,1.59,0.899,3116.21,2892.45,223.76,0,0,876.57
M0107,L026,Stonebridge Gaming,2025-06-01,Video Poker,Gaming Hall,22.9,23,1.52,0.939,1659.4,1572.17,87.23,2,0,-900.0
M0081,L029,Meadowbrook Gaming,2025-01-01,A-Liner,Restaurant,91.4,28,1.79,0.921,3506.24,3186.65,319.59,0,0,402.12
M0141,L045,Summit Point Gaming,2026-02-01,Fire Link,Truck Stop,74.2,30,1.9,0.931,1419.69,1320.13,99.56,0,0,539.04
M0180,L033,Spring Creek Gaming,2025-01-01,Pot of Gold,Convenience Store,28.4,20,2.23,0.925,1681.73,1559.25,122.48,1,0,-603.15
M0144,L028,Southpoint Game Center,2025-02-01,A-Liner,Gaming Hall,68.3,28,2.42,0.932,5269.7,4878.52,391.18,1,0,817.36
M0168,L041,Palms Gaming Center,2026-06-01,Pot of Gold,Convenience Store,59.3,30,1.83,0.95,1634.52,1562.02,72.5,0,0,-183.82
M0171,L020,Brazos Bend Gaming,2026-04-01,Fire Link,Truck Stop,43.6,25,2.59,0.943,3490.4,3196.31,294.09,0,0,493.15
M0017,L043,Victory Lane Gaming,2026-01-01,Classic Reels,Restaurant,35.2,29,1.7,0.968,2363.8,2303.85,59.95,0,0,-173.97
M0046,L017,Grand Parkway Gaming,2026-04-01,Fire Link,Gaming Hall,66.4,24,2.24,0.94,7144.3,6674.8,469.5,1,0,-17.76
M0130,L006,Westfield Game Center,2025-02-01,Life of Luxury,Gaming Hall,17.3,22,1.89,0.893,1453.34,1295.92,157.42,0,0,-672.81
M0107,L019,Lakeview Game Center,2025-02-01,Pot of Gold,Truck Stop,65.8,29,1.35,0.931,1211.27,1149.0,62.27,1,0,94.79
M0010,L006,Westfield Game Center,2025-06-01,Pot of Gold,Truck Stop,55.4,23,1.75,0.928,1493.11,1363.0,130.11,2,0,-628.87
M0018,L006,Westfield Game Center,2025-01-01,Fire Link,Gaming Hall,58.3,29,1.93,0.958,1998.92,1921.51,77.41,0,0,1135.33
M0094,L040,Eagle Ridge Gaming,2026-04-01,Video Poker,Restaurant,22.0,23,1.63,0.886,1200.0,1074.63,125.37,1,0,-152.08
M0111,L036,Greenfield Game Center,2025-02-01,Life of Luxury,Gaming Hall,115.9,24,1.88,0.924,1810.71,1676.8,133.91,1,0,-67.84
M0031,L010,Bluebonnet Gaming,2025-10-01,A-Liner,Gaming Hall,28.5,28,2.13,0.893,5586.03,4880.12,705.91,0,0,524.1
M0031,L038,Liberty Point Gaming,2026-04-01,A-Liner,Restaurant,32.3,24,1.64,0.923,1365.6,1282.58,83.02,1,0,82.14
M0024,L004,Katy Oaks Gaming,2026-02-01,Pot of Gold,Convenience Store,42.3,29,0.25,0.905,1200.0,1082.96,117.04,0,0,1105.13
M0102,L013,Heritage Oaks Gaming,2025-05-01,Pot of Gold,Bar,74.0,20,2.57,0.922,1793.51,1642.26,151.25,0,0,-40.31
M0002,L032,Bay Area Game Center,2025-09-01,Life of Luxury,Truck Stop,57.0,20,1.49,0.875,2061.4,1796.04,265.36,0,0,-807.94
M0104,L014,Clearwater Gaming Hall,2025-10-01,A-Liner,Restaurant,11.2,20,1.2,0.93,2133.3,1974.19,159.11,1,0,-689.64
M0086,L033,Spring Creek Gaming,2026-02-01,Fire Link,Gaming Hall,47.8,23,1.03,0.915,1200.0,1080.86,119.14,1,0,-165.77
M0084,L040,Eagle Ridge Gaming,2025-08-01,Classic Reels,Convenience Store,50.8,20,1.46,0.914,2099.96,1923.52,176.44,0,0,-698.13
M0123,L003,Lone Star Game Center,2025-06-01,Video Poker,Restaurant,117.8,24,1.34,0.959,1540.15,1465.97,74.18,1,0,697.21
M0095,L002,Cypress Point Gaming,2026-03-01,Classic Reels,Convenience Store,37.8,20,1.24,0.9,1200.0,1089.66,110.34,0,0,-675.71
M0131,L043,Victory Lane Gaming,2026-04-01,Video Poker,Truck Stop,69.6,29,1.27,0.919,2149.29,1988.55,160.74,1,1,-55.78
M0138,L024,Metro Star Gaming,2025-09-01,Classic Reels,Convenience Store,180.0,21,1.94,0.913,1650.78,1539.37,111.41,0,0,-858.77
M0166,L023,Willow Creek Gaming,2025-01-01,Classic Reels,Gaming Hall,104.6,31,2.77,0.915,9845.08,8983.25,861.83,2,1,749.23
M0144,L021,Cedar Grove Gaming,2025-10-01,Classic Reels,Gaming Hall,21.0,30,2.1,0.966,4064.99,3887.6,177.39,0,0,1187.12
M0094,L020,Brazos Bend Gaming,2026-05-01,Classic Reels,Restaurant,81.0,28,2.27,0.912,2979.45,2664.71,314.74,1,0,338.93
M0089,L032,Bay Area Game Center,2026-06-01,Classic Reels,Truck Stop,66.0,29,1.44,0.896,1552.85,1432.22,120.63,0,0,294.3
M0043,L027,Northgate Gaming Hall,2025-08-01,Video Poker,Gaming Hall,36.8,29,1.71,0.957,4045.27,3903.46,141.81,0,1,-271.07
M0108,L008,Silver Creek Gaming,2025-03-01,Fire Link,Gaming Hall,81.6,30,1.88,0.902,2585.59,2310.72,274.87,0,0,1175.98
M0026,L029,Meadowbrook Gaming,2025-11-01,A-Liner,Restaurant,20.7,26,1.29,0.87,1394.65,1241.68,152.97,1,0,2.11
M0168,L031,Oak Ridge Gaming,2026-03-01,Fire Link,Gaming Hall,29.0,27,1.42,0.891,9163.57,8313.87,849.7,0,0,921.43
M0153,L006,Westfield Game Center,2026-06-01,Classic Reels,Gaming Hall,42.7,25,2.12,0.879,1200.0,1035.34,164.66,0,0,-861.94
M0022,L017,Grand Parkway Gaming,2025-01-01,Fire Link,Truck Stop,35.5,27,2.25,0.865,4013.92,3435.75,578.17,0,0,624.98
M0142,L036,Greenfield Game Center,2025-06-01,Classic Reels,Restaurant,75.7,24,1.69,0.901,1693.26,1522.94,170.32,2,0,-528.32
M0022,L028,Southpoint Game Center,2025-09-01,Classic Reels,Truck Stop,46.8,21,0.99,0.908,1200.0,1074.19,125.81,1,0,-900.0
M0130,L007,Magnolia Gaming Hall,2025-02-01,Video Poker,Convenience Store,32.7,31,1.49,0.94,1597.28,1499.59,97.69,0,0,997.87
M0016,L002,Cypress Point Gaming,2026-04-01,Life of Luxury,Bar,103.5,28,0.86,0.926,1246.06,1164.5,81.56,0,0,-6.78
M0088,L027,Northgate Gaming Hall,2025-03-01,Classic Reels,Truck Stop,73.7,28,1.69,0.925,1892.64,1719.5,173.14,0,0,1107.97
M0119,L021,Cedar Grove Gaming,2025-12-01,Classic Reels,Gaming Hall,13.6,23,1.79,0.888,2336.71,2083.21,253.5,1,0,517.21
M0132,L044,Town Center Game Hall,2026-05-01,Video Poker,Gaming Hall,13.3,29,1.5,0.932,2005.8,1897.53,108.27,0,0,186.14
M0076,L024,Metro Star Gaming,2026-01-01,Video Poker,Truck Stop,32.9,26,1.78,0.945,5425.51,5153.16,272.35,0,0,859.96
M0166,L042,Market Square Gaming,2026-02-01,A-Liner,Convenience Store,15.2,20,1.88,0.92,1234.55,1134.67,99.88,2,1,-352.55
M0140,L010,Bluebonnet Gaming,2025-05-01,A-Liner,Truck Stop,92.6,31,1.79,0.921,3375.33,3081.62,293.71,0,0,478.42
M0038,L021,Cedar Grove Gaming,2026-03-01,Pot of Gold,Gaming Hall,30.1,31,0.99,0.878,1484.35,1318.06,166.29,1,0,195.78
M0121,L007,Magnolia Gaming Hall,2025-08-01,Video Poker,Truck Stop,69.5,30,1.51,0.936,3324.54,3064.82,259.72,0,0,-251.02
M0132,L026,Stonebridge Gaming,2025-02-01,Life of Luxury,Convenience Store,80.2,25,1.88,0.955,2608.31,2498.54,109.77,0,0,113.62
M0061,L009,Pine Ridge Game Center,2025-07-01,Classic Reels,Convenience Store,7.6,22,2.52,0.918,2274.35,2088.55,185.8,1,0,-712.72
M0133,L023,Willow Creek Gaming,2025-07-01,Classic Reels,Truck Stop,31.3,20,1.5,0.895,1200.0,1090.21,109.79,3,0,-656.63
M0162,L016,Red Oak Game Center,2025-10-01,Fire Link,Bar,41.2,28,1.95,0.906,2230.2,2004.97,225.23,1,0,115.07
M0148,L009,Pine Ridge Game Center,2025-05-01,Life of Luxury,Restaurant,58.9,30,2.13,0.899,5792.16,5172.56,619.6,0,0,632.14
M0138,L005,Gulf Coast Gaming,2025-09-01,Life of Luxury,Convenience Store,89.1,21,1.54,0.901,1200.0,1063.32,136.68,2,0,-900.0
M0115,L024,Metro Star Gaming,2025-08-01,Classic Reels,Restaurant,180.0,28,2.28,0.926,3123.79,2909.02,214.77,1,0,-521.6
M0049,L043,Victory Lane Gaming,2025-06-01,Fire Link,Truck Stop,138.5,20,2.31,0.917,1839.55,1677.51,162.04,1,0,-863.03
M0144,L009,Pine Ridge Game Center,2026-01-01,Pot of Gold,Convenience Store,46.4,29,2.41,0.935,4617.16,4269.28,347.88,0,0,314.13
M0066,L019,Lakeview Game Center,2025-06-01,Classic Reels,Gaming Hall,46.0,20,1.9,0.919,1459.39,1327.75,131.64,0,1,-721.97
M0096,L011,Sunset Bay Gaming,2026-02-01,Life of Luxury,Gaming Hall,129.2,31,2.95,0.888,3684.95,3295.99,388.96,2,0,550.32
M0057,L037,Fairway Gaming Hall,2025-05-01,Video Poker,Truck Stop,48.3,22,1.31,0.897,1200.0,1060.52,139.48,0,0,-682.06
M0057,L019,Lakeview Game Center,2026-04-01,Life of Luxury,Truck Stop,30.7,24,2.82,0.896,2809.79,2483.38,326.41,1,0,538.28
M0029,L044,Town Center Game Hall,2025-07-01,Life of Luxury,Truck Stop,93.6,28,2.07,0.905,3633.57,3327.46,306.11,1,0,260.15
M0174,L012,Riverstone Game Center,2025-01-01,Pot of Gold,Gaming Hall,60.9,30,2.39,0.955,4763.83,4539.96,223.87,1,0,1181.41
M0027,L004,Katy Oaks Gaming,2025-03-01,Fire Link,Bar,13.1,24,1.47,0.959,1243.57,1206.84,36.73,4,0,-477.29
M0016,L027,Northgate Gaming Hall,2026-03-01,Fire Link,Restaurant,38.1,31,2.11,0.931,3219.04,2983.04,236.0,0,0,778.54
M0169,L030,Crossroads Game Center,2026-04-01,Classic Reels,Restaurant,15.7,20,2.43,0.913,1200.0,1095.58,104.42,2,1,-900.0
M0100,L045,Summit Point Gaming,2025-04-01,Fire Link,Gaming Hall,3.2,25,1.05,0.876,2394.86,2102.39,292.47,0,0,615.15
M0079,L040,Eagle Ridge Gaming,2025-11-01,Life of Luxury,Convenience Store,151.1,31,1.56,0.916,2793.8,2605.63,188.17,1,0,374.76
M0133,L040,Eagle Ridge Gaming,2025-11-01,Life of Luxury,Gaming Hall,53.0,23,0.47,0.89,1200.0,1086.8,113.2,0,0,243.39
M0069,L029,Meadowbrook Gaming,2025-03-01,Life of Luxury,Bar,39.2,26,1.55,0.951,2253.44,2174.21,79.23,1,0,650.94
M0024,L017,Grand Parkway Gaming,2025-09-01,Video Poker,Gaming Hall,32.7,25,1.2,0.87,3623.96,3125.5,498.46,0,0,131.34
M0132,L020,Brazos Bend Gaming,2026-01-01,Pot of Gold,Gaming Hall,49.0,24,1.53,0.92,2212.84,2009.61,203.23,1,0,208.11
M0032,L007,Magnolia Gaming Hall,2026-06-01,Video Poker,Gaming Hall,32.4,29,3.26,0.888,3582.1,3213.61,368.49,0,0,982.95
M0100,L020,Brazos Bend Gaming,2026-04-01,Life of Luxury,Truck Stop,21.3,26,2.59,0.91,4550.61,4216.24,334.37,0,0,561.55
M0171,L017,Grand Parkway Gaming,2025-02-01,Pot of Gold,Restaurant,33.9,28,0.86,0.927,1200.0,1129.14,70.86,0,0,122.16
M0169,L002,Cypress Point Gaming,2025-05-01,Life of Luxury,Truck Stop,120.9,26,1.96,0.936,2452.11,2295.56,156.55,2,0,-367.17
M0065,L010,Bluebonnet Gaming,2025-08-01,Pot of Gold,Bar,92.2,31,2.09,0.908,2635.23,2415.8,219.43,2,0,135.37
M0141,L025,Parkside Game Center,2025-03-01,Classic Reels,Bar,33.9,25,1.46,0.929,1200.0,1125.53,74.47,1,0,-396.17
M0111,L017,Grand Parkway Gaming,2025-11-01,Fire Link,Bar,161.1,29,1.75,0.893,2572.72,2302.04,270.68,1,0,-78.51
M0087,L045,Summit Point Gaming,2025-01-01,Life of Luxury,Convenience Store,46.0,27,1.8,0.916,2897.19,2660.51,236.68,0,0,281.56
M0026,L022,Horizon Game Center,2025-03-01,A-Liner,Bar,25.6,29,0.91,0.935,1909.08,1787.24,121.84,0,0,138.13
M0068,L044,Town Center Game Hall,2025-01-01,A-Liner,Restaurant,62.9,30,1.08,0.918,1914.51,1739.41,175.1,0,0,710.51
M0118,L030,Crossroads Game Center,2025-06-01,Video Poker,Restaurant,133.6,22,1.74,0.897,1811.24,1609.77,201.47,2,0,-590.58
M0178,L002,Cypress Point Gaming,2026-02-01,Video Poker,Truck Stop,117.2,23,1.7,0.903,1719.58,1538.31,181.27,0,0,-127.54
M0001,L010,Bluebonnet Gaming,2025-04-01,A-Liner,Gaming Hall,26.7,23,1.26,0.935,1200.0,1098.97,101.03,1,0,-371.21
M0130,L032,Bay Area Game Center,2026-06-01,Classic Reels,Convenience Store,17.7,25,1.21,0.883,1213.73,1073.8,139.93,0,0,81.92
M0153,L025,Parkside Game Center,2025-05-01,Classic Reels,Gaming Hall,36.5,25,1.6,0.886,1200.0,1062.62,137.38,3,2,-900.0
M0172,L014,Clearwater Gaming Hall,2025-01-01,Fire Link,Gaming Hall,70.4,20,2.14,0.925,1294.88,1209.6,85.28,3,0,-493.69
M0077,L024,Metro Star Gaming,2025-07-01,Classic Reels,Restaurant,84.0,30,1.61,0.899,1673.63,1529.91,143.72,1,0,97.6
M0022,L041,Palms Gaming Center,2026-02-01,Pot of Gold,Convenience Store,106.4,30,2.54,0.874,3656.05,3253.49,402.56,0,0,810.38
M0049,L018,Copper Creek Gaming,2025-02-01,Classic Reels,Restaurant,55.1,27,1.27,0.944,1200.0,1153.23,46.77,0,0,-443.66
M0154,L003,Lone Star Game Center,2025-02-01,Video Poker,Gaming Hall,56.5,23,1.76,0.883,4455.07,3893.35,561.72,0,0,530.49
M0159,L014,Clearwater Gaming Hall,2026-04-01,Pot of Gold,Truck Stop,53.7,29,1.46,0.905,2877.67,2554.84,322.83,1,0,272.6
M0115,L043,Victory Lane Gaming,2025-11-01,Classic Reels,Truck Stop,97.3,23,1.97,0.895,1814.27,1644.04,170.23,1,0,-704.59
M0023,L035,Woodland Star Gaming,2025-07-01,Video Poker,Bar,85.1,23,1.22,0.903,2363.34,2173.29,190.05,1,0,-776.95
M0022,L038,Liberty Point Gaming,2026-02-01,Life of Luxury,Truck Stop,25.9,31,2.71,0.888,8674.51,7864.93,809.58,1,0,688.74
M0087,L042,Market Square Gaming,2026-04-01,Fire Link,Gaming Hall,78.1,31,0.72,0.928,1924.78,1797.4,127.38,1,0,299.6
M0106,L006,Westfield Game Center,2025-07-01,Video Poker,Restaurant,93.1,27,2.59,0.913,2051.53,1823.89,227.64,0,0,887.62
M0006,L013,Heritage Oaks Gaming,2025-11-01,Video Poker,Truck Stop,98.2,22,1.7,0.935,1450.38,1362.47,87.91,3,0,-900.0
M0124,L003,Lone Star Game Center,2025-01-01,Pot of Gold,Restaurant,61.0,21,1.95,0.895,1200.0,1082.0,118.0,3,0,-900.0
M0099,L001,Bayou Star Gaming,2025-06-01,Life of Luxury,Restaurant,58.6,31,2.38,0.963,3180.32,3110.43,69.89,0,0,682.17
M0003,L038,Liberty Point Gaming,2025-11-01,A-Liner,Bar,47.5,23,2.12,0.862,1395.97,1227.27,168.7,1,0,-711.64
M0018,L043,Victory Lane Gaming,2025-04-01,Life of Luxury,Restaurant,51.2,28,1.25,0.87,1333.73,1174.9,158.83,1,0,569.27
M0082,L008,Silver Creek Gaming,2026-06-01,Life of Luxury,Restaurant,145.3,24,1.98,0.954,2333.43,2209.65,123.78,0,0,-400.79
M0131,L033,Spring Creek Gaming,2026-06-01,Pot of Gold,Gaming Hall,52.5,25,2.68,0.922,1841.21,1674.86,166.35,1,0,-116.01
M0149,L025,Parkside Game Center,2025-05-01,Pot of Gold,Gaming Hall,27.7,31,1.16,0.919,1346.79,1246.33,100.46,0,0,1183.2
M0078,L004,Katy Oaks Gaming,2025-08-01,A-Liner,Restaurant,61.9,27,2.82,0.921,2429.45,2214.42,215.03,0,0,550.65
M0054,L042,Market Square Gaming,2025-04-01,A-Liner,Convenience Store,82.9,25,1.86,0.924,1663.51,1566.53,96.98,3,0,-900.0
M0175,L040,Eagle Ridge Gaming,2025-10-01,A-Liner,Bar,95.5,24,1.41,0.917,1230.56,1103.25,127.31,0,0,-585.01
M0083,L026,Stonebridge Gaming,2025-03-01,Classic Reels,Truck Stop,21.1,22,1.16,0.886,1200.0,1071.36,128.64,0,0,-900.0
M0057,L032,Bay Area Game Center,2025-08-01,Fire Link,Convenience Store,126.4,26,1.53,0.93,1348.73,1259.49,89.24,0,0,1080.24
M0080,L018,Copper Creek Gaming,2025-10-01,Life of Luxury,Bar,80.8,26,0.57,0.927,1200.0,1109.42,90.58,0,0,-300.02
M0003,L036,Greenfield Game Center,2025-12-01,Pot of Gold,Bar,121.7,21,1.42,0.946,1246.85,1165.68,81.17,0,0,20.29
M0055,L021,Cedar Grove Gaming,2025-11-01,Life of Luxury,Convenience Store,14.7,24,,0.954,1338.65,1243.95,94.7,0,0,-276.5
M0093,L045,Summit Point Gaming,2025-04-01,Life of Luxury,Restaurant,,27,1.06,0.918,1200.0,1093.95,106.05,1,0,-458.59
M0166,L003,Lone Star Game Center,2026-03-01,Pot of Gold,Convenience Store,20.2,20,2.06,0.879,1851.07,1615.68,235.39,1,0,-397.08
M0133,L008,Silver Creek Gaming,2026-01-01,Pot of Gold,Bar,39.8,31,1.53,0.954,2988.48,2890.88,97.6,0,0,480.5
M0141,L044,Town Center Game Hall,2026-02-01,Pot of Gold,Restaurant,82.6,30,1.3,0.885,2427.65,2125.66,301.99,2,1,407.65
M0099,L013,Heritage Oaks Gaming,2025-09-01,A-Liner,Restaurant,18.5,27,1.47,0.918,1200.0,1108.12,91.88,0,0,558.75
M0020,L014,Clearwater Gaming Hall,2026-05-01,A-Liner,Restaurant,32.2,20,1.85,0.904,1200.0,1066.19,133.81,3,1,-900.0
M0071,L036,Greenfield Game Center,2025-08-01,Video Poker,Gaming Hall,14.4,26,1.69,0.899,4317.03,3905.89,411.14,0,0,-58.03
M0180,L009,Pine Ridge Game Center,2026-03-01,Classic Reels,Restaurant,81.1,30,1.26,0.929,1657.2,1495.04,162.16,2,1,-631.75
M0008,L024,Metro Star Gaming,2025-04-01,A-Liner,Bar,25.5,20,1.72,0.916,1200.0,1129.37,70.63,0,1,-900.0
M0159,L013,Heritage Oaks Gaming,2025-05-01,Pot of Gold,Gaming Hall,50.1,29,1.62,0.923,3413.92,3145.27,268.65,2,1,-65.43
M0124,L009,Pine Ridge Game Center,2025-10-01,A-Liner,Convenience Store,66.1,30,1.02,0.89,1772.35,1517.96,254.39,0,0,563.54
M0052,L044,Town Center Game Hall,2025-11-01,Pot of Gold,Restaurant,61.4,20,1.49,0.906,2910.36,2611.72,298.64,2,0,-900.0
M0141,L009,Pine Ridge Game Center,2026-02-01,Fire Link,Convenience Store,57.5,22,1.97,0.891,2217.31,1952.32,264.99,0,0,-639.84
M0151,L005,Gulf Coast Gaming,2025-06-01,Fire Link,Restaurant,57.4,28,1.96,0.905,4311.27,3867.77,443.5,0,0,597.0
M0008,L031,Oak Ridge Gaming,2026-04-01,Fire Link,Bar,15.4,30,1.52,0.907,1530.15,1381.15,149.0,1,1,-82.15
M0020,L040,Eagle Ridge Gaming,2025-06-01,Life of Luxury,Gaming Hall,41.5,29,2.02,0.956,3516.94,3334.23,182.71,0,0,437.1
M0120,L006,Westfield Game Center,2025-10-01,A-Liner,Bar,57.1,26,1.11,0.904,1200.0,1073.04,126.96,1,0,-175.37
